"Department","Number","Name","Credits","Description","Prerequisites"
ANTH,"4470",Visual Culture,3,Supervised internship experience in an organization related to economics providing practical application of economic concepts and skills.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55032
ANTH,"4480",Ethnography in the 21st Century,3,Examination of international financial markets institutions and policies with a focus on exchange rates balance of payments and international monetary systems.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55033
ANTH,"4490",Anthropology of Globalization,3,Study of economic development theories and policies including issues of poverty inequality and sustainable development in both developed and developing countries.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55034
ANTH,"4500",Work and Culture,3,Survey of major schools of economic thought throughout history including mercantilism classical economics Marxism neoclassical economics and Keynesian economics.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55035
ANTH,"4530",The Archaeology of Ancient Cities,3,Introduction to mathematical methods used in economic analysis including optimization comparative statics and dynamic analysis.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55037
ANTH,"4550",Field School in Anthropology,3,Examination of economic issues related to urban areas including urbanization housing markets transportation and local government policies.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55038
ANTH,"4560",Advanced Field School in Anthropology,3,Study of individual decision-making units in the economy including consumers firms and markets with an emphasis on supply and demand analysis.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55039
ANTH,"4590",Archaeological Methods,3,Examination of economic issues related to health and healthcare including healthcare markets health insurance and healthcare policy analysis.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55040
ANTH,"4600",Archaeological Theory,3,Overview of theories and research in human learning and development emphasizing applications to educational practice.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55041
ANTH,"4670",Research Methods in Sociocultural Anthropology,3,Examination of current issues and trends in education with a focus on critical analysis and discussion.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55042
ANTH,"4680","Monsters, Magical Creatures, and Other Nonempirical Beings",3,Exploration of cultural diversity in educational settings including issues of race ethnicity language and socioeconomic status.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57839
ANTH,"4700","Cultures of Display: Archaeology, Museums and Nationalism",3,Study of human birth and parenthood including physical emotional and social aspects of pregnancy childbirth and early parenting.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55043
ANTH,"4740",Cultural History of Sexuality: From Plato to Foucault,3,Introduction to theories and research in child development focusing on physical cognitive and socioemotional development from infancy through adolescence.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55044
ANTH,"4750","Film Culture, Morality and Modernity",3,Development of advanced writing skills in the context of education including research analysis and argumentation.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55045
ANTH,"4760",Archaeology of the Olympics,3,Examination of the intersection of personal and social identities in the context of urban education with an emphasis on decolonizing practices.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55046
ANTH,"4780","Critical Perspectives on Democracy, Secularism and Religion",3,Exploration of education as a tool for community building social healing environmental stewardship and indigenous knowledge systems.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55047
ANTH,"4790",The Concept of Origins,3,Examination of culturally and historically responsive pedagogy including strategies for engaging diverse learners and communities.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55048
ANTH,"4799",Founders and Foundations: The Anthropology of Religious Community Formation,3,Supervised internship experience in a setting related to human learning and development with opportunities for observation participation and reflection.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55049
ANTH,"4830",Anthropology Internship,3,An introduction to college writing focusing on essay composition rhetorical strategies and critical reading.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55050
ANTH,"4850",GSU Study Abroad,3,Introduction to theories principles and practices of multimodal composition. Emphasis on composing with images sounds and graphics using a variety of digital technologies.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55051
ANTH,"4870",Honors Thesis I,3,Introduction to the craft and techniques of writing poetry fiction and creative nonfiction.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55052
ANTH,"4880",Honors Thesis II,3,Introduction to the field of digital humanities exploring how digital tools and methods are applied to the study of literature culture and history.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55053
ANTH,"4888",Exploring the Cultural Heritage of Mexico’s Yucatan Peninsula,3,Examination of medieval and Renaissance literature focusing on courtiers clergy and poets.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55054
ANTH,"4970",CTW,3,Study of major poets and poetry of 17th-century England including Milton Donne and Marvell.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55055
ANTH,"4980",CTW,3,Survey of early American literature from colonial times to the mid-19th century.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55056
ANTH,"4995",CTW,3,Study of the American Romantic movement including major authors such as Emerson Thoreau and Hawthorne.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55057
ANTH,"4999",Directed Readings,3,Exploration of postmodern themes and techniques in American literature from the mid-20th century to the present.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55058
AL,"2021",Introduction to English Linguistics,3,Examination of American dramatic literature focusing on major playwrights and significant works from the colonial period to the present.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57954
AL,"2101",Exploring Language,3,Introduction to basic concepts in biology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54965
AL,"2102",Languages of the World,3,Introduction to basic concepts in biology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54966
AL,"2231",Understanding Miscommunication,3,Laboratory component for Introductory Biology I.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57955
AL,"2290",Introductory Special Topics in Applied Linguistics,3,Continuation of basic concepts in biology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57956
AL,"3021",Introduction to Linguistics,3,Continuation of basic concepts in biology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54967
AL,"3031",Language in Society,3,Laboratory component for Introductory Biology II.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54968
AL,"3041",Introduction to Second Language Acquisition,3,Develop professional skills in the biological sciences.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54969
AL,"3051",Teaching English as a Foreign Language I: Methods and Approaches,3,Study of the effects of drugs on behavior.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54970
AL,"3101",English Grammar in Use,3,Introduction to various fields in biology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54971
AL,"4011",Phonetics and Phonology,3,Study of fundamental principles of biology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54972
AL,"4012",Morphology and Syntax,3,Introduction to fundamental concepts in chemistry.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54973
AL,"4090",Language and Computers,3,Basic principles of chemistry with lab.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54974
AL,"4111",Semantics and Pragmatics in Linguistic Theory,3,Continuation of basic principles of chemistry with lab.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54975
AL,"4121",Historical Linguistics,3,Study of the biochemical processes in living organisms.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54976
AL,"4131",Bilingualism,3,Explore specialized topics in biochemistry.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54977
AL,"4141",Special Topics in Language Studies,3,Conduct advanced research in chemistry.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54978
AL,"4151",CTW,3,Study of separation techniques in analytical chemistry.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54979
AL,"4161",Teaching English as a Second Language II: Practicum and Classroom Practices,3,Explore the mechanisms of organic reactions.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54980
AL,"4241",CTW,3,Introduction to basic principles of chemistry.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54981
AL,"4870",Honors Thesis I,3,Continuation of basic principles of chemistry.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54982
AL,"4880",Honors Thesis II,3,Study of quantitative analysis techniques in chemistry.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54983
AL,"4980",Internship,3,Study of the design and synthesis of medicinal compounds.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54984
